NAME	prize	source	magnitude	terminal	type	degree	betweenness	louvain_clusters	location	general_process	specific_process.x	general_function	specific_function	robustness	specificity	ast_FC	ex_FC	in_FC	mic_FC	oli_FC	opc_FC	data_source	greedy_clusters	label_prop_cluster	tau_aggregation_FC	dpr_FC	lysosome_FC	ROS_oxidation_FC	essentiality_CRISPRa_FC	essentiality_CRISPRi_FC	drug_target	HD_locus	HD_functional	barplot	tau_modifier	specific_process	general_datatype
NDUFAF6	0.95	tau fly genetic screen	0	TRUE	protein	4	8.3390060084829e-07	0	mitochondria	cellular process	cellular component organization	catalytic	transferase	1	0.04	NA	NA	NA	NA	NA	NA	tau fly genetic screen	1	24	0	0	0	0	0	-3.309752398	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Complex I biogenesis	drosophila genetics
NDUFS1	0.0170620728136467	human proteomics	-0.079414556244762	TRUE	protein	150	0.000135099882148165	11	mitochondria	cellular process	cellular component organization	catalytic	oxidoreductase	0	0.03	NA	-0.27177017294852	NA	NA	NA	NA	human proteomics	3	24	0	0	0	1.501451982	0	-2.421524503	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	The citric acid (TCA) cycle and respiratory electron transport	human proteomics
NEB	0		NA	FALSE	protein	72	5.04521725886832e-05	8	cytoskeleton	cellular process	cellular component organization	binding	protein binding	0.52	0.04	NA	NA	NA	NA	NA	NA	steiner node	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Striated Muscle Contraction	steiner node
NFATC1	0.85	GWAS locus	0	TRUE	protein	52	2.10391253765073e-05	3	nucleus	biological regulation	nonspecific function	binding	protein binding	1	0.09	NA	NA	NA	NA	NA	NA	GWAS locus	0	24	0	0	0	-3.568925032	-2.131833657	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Calcineurin activates NFAT	human GWAS
NKD1	0.95	fly genetic screen	0	TRUE	protein	18	3.11589072814137e-06	2	plasma_membrane	biological regulation	nonspecific function	binding	protein binding	1	0.08	NA	NA	NA	NA	NA	NA	fly genetic screen	8	24	0	0	4.129822938	-3.760532007	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	drosophila genetics
NLGN1	0.7	drosophila tau proteomics	2.74035396492596	TRUE	protein	9	4.00586851029974e-07	7	plasma_membrane	biological regulation	nonspecific function	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	drosophila tau proteomics	2	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurexins and neuroligins	drosophila proteomics
NLGN2	0.7	drosophila tau proteomics	2.74035396492596	TRUE	protein	16	1.50533182827773e-06	7	plasma_membrane	cellular process	cellular component organization	binding	protein binding	1	0.06	NA	NA	NA	NA	NA	NA	drosophila tau proteomics	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurexins and neuroligins	drosophila proteomics
NLGN3	0.7	drosophila tau proteomics	2.74035396492596	TRUE	protein	62	0.000127863204687762	1	plasma_membrane	multicellular organismal process	multicellular organism development	binding	protein binding	1	0.2	NA	0.275982118537948	NA	NA	NA	NA	drosophila tau proteomics	8	24	0	0	0	0	0	-2.791058398	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurexins and neuroligins	drosophila proteomics
NLGN4X	0.7	drosophila tau proteomics	2.74035396492596	TRUE	protein	4	2.32265669303306e-07	7	plasma_membrane	cellular process	cellular component organization	binding	protein binding	1	0.02	NA	NA	NA	NA	NA	NA	drosophila tau proteomics	8	14	0	1e-04	0	0	0	-2.968389245	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurexins and neuroligins	drosophila proteomics
NLGN4Y	0.95	tau fly genetic screen	0	TRUE	protein	2	2.84234254366329e-08	7	plasma_membrane	behavior	learning or memory	binding	protein binding	1	0.05	NA	NA	NA	NA	NA	NA	tau fly genetic screen	8	14	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Neurexins and neuroligins	drosophila genetics
NME8	0.85	GWAS locus	0	TRUE	protein	8	9.79955040440803e-07	4	cytoskeleton	cellular process	cellular component organization	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	GWAS locus	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cellular component organization	human GWAS
NNT	0.0431491724385479	human proteomics	-0.0728682600758877	TRUE	protein	125	7.13675319519191e-05	11	mitochondria	metabolic process	cellular metabolic process	binding	small molecule binding	0	0.05	NA	NA	NA	NA	NA	NA	human proteomics	3	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	The citric acid (TCA) cycle and respiratory electron transport	human proteomics
NOTCH1	0.95	fly genetic screen	0	TRUE	protein	287	0.000412109585193936	4	protein complex	biological regulation	nonspecific function	binding	protein binding	1	0.03	NA	NA	NA	NA	NA	NA	fly genetic screen	0	24	0	0	0	-2.355829829	2.804266993	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	drosophila genetics
NOTCH3	0.85	GWAS locus	0	TRUE	protein	98	0.000166942565344107	4	nucleus	biological regulation	nonspecific function	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	GWAS locus	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Signaling by NOTCH3	human GWAS
NPAT	0.95	fly genetic screen	0	TRUE	protein	19	4.39435781169924e-07	9	nucleus	biological regulation	nonspecific function	binding	protein binding	1	0.05	NA	NA	NA	NA	NA	NA	fly genetic screen	0	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	drosophila genetics
NPC1L1	0.95	tau fly genetic screen	0	TRUE	protein	9	9.66939222936615e-06	11	plasma_membrane	localization	macromolecule localization	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	tau fly genetic screen	2	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	-1	Intestinal lipid absorption	drosophila genetics
NPEPPS	0.0764297177447938	human proteomics	0.0654551016277663	TRUE	protein	62	1.17022471741313e-05	9	extracellular	cellular process	cellular response to stimulus	catalytic	hydrolase	0.06	0	NA	NA	NA	NA	NA	NA	human proteomics	0	24	0	0	0	0	0	-4.381907449	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	human proteomics
NPHS2	0.95	tau fly genetic screen	0	TRUE	protein	9	7.64462837744971e-06	7	plasma_membrane	cellular process	cellular component organization	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	tau fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Cell-Cell communication	drosophila genetics
NPR1	0.95	fly genetic screen	0	TRUE	protein	13	2.11598833023966e-05	4	protein complex	biological regulation	nonspecific function	binding	hormone binding	1	0.03	NA	NA	NA	NA	NA	NA	fly genetic screen	2	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Cardiac conduction	drosophila genetics
NR1D1	0.95	fly genetic screen	0	TRUE	protein	33	2.8356924032614e-05	2	nucleus	biological regulation	nonspecific function	binding	organic cyclic compound binding	1	0.04	NA	NA	NA	NA	NA	NA	fly genetic screen	8	24	0	0	0	0	0	-2.54843224	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	NR1D1 (REV-ERBA) represses gene expression	drosophila genetics
NTF3	0		NA	FALSE	protein	12	3.21258113373e-06	2	extracellular	biological regulation	nonspecific function	binding	protein binding	0.47	0	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	NTF3 activates NTRK2 (TRKB) signaling	steiner node
NTF4	0		NA	FALSE	protein	8	3.32071866976683e-07	2	ER	biological regulation	nonspecific function	binding	protein binding	0.66	0.14	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Activated NTRK2 signals through PI3K	steiner node
NTRK2	0		NA	FALSE	protein	51	3.48853792005533e-05	2	plasma_membrane	biological regulation	nonspecific function	binding	protein binding	0.45	0.08	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	-3.69671548	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Activated NTRK2 signals through PI3K	steiner node
NUAK1	0.00276558074747209	abeta drosophila phosphoproteomics	-1.03281848105226	TRUE	protein	31	4.73202725243949e-05	9	nucleus	biological regulation	nonspecific function	catalytic	transferase	0	0.06	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	2.992657392	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Regulation of TP53 Activity	drosophila phoshoproteomics
NUP50	0.280189222763101	abeta drosophila phosphoproteomics	-1.1976638864213	TRUE	protein	161	5.12125011404204e-05	10	nucleus	localization	macromolecule localization	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	drosophila phoshoproteomics
NUS1	0.95	fly genetic screen	0	TRUE	protein	24	5.98169443068816e-06	9	ER	biological regulation	nonspecific function	catalytic	transferase	1	0.08	NA	NA	NA	NA	NA	NA	fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Defective DHDDS causes retinitis pigmentosa 59	drosophila genetics
Nicotinic acid	0		NA	FALSE	protein	13	0.000127967876643218	3						0.94	0.08	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
OARD1	0.85	GWAS locus	0	TRUE	protein	13	2.15973599973811e-06	9		metabolic process	nitrogen compound metabolic process	binding	protein binding	1	0.11	NA	-0.420370362145095	NA	NA	NA	NA	GWAS locus	7	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	nitrogen compound metabolic process	human GWAS
OBSCN	0.75	abeta drosophila phosphoproteomics	1.60653000850588	TRUE	protein	102	1.94105091874045e-05	7	nucleus	biological regulation	nonspecific function	binding	protein binding	1	0.06	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	G alpha (12/13) signalling events	drosophila phoshoproteomics
OBSL1	0.75	abeta drosophila phosphoproteomics	1.60653000850588	TRUE	protein	587	0.000460976179228825	9	cytoskeleton	cellular process	cellular component organization	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neddylation	drosophila phoshoproteomics
OLFM1	0.00534865081803769	human proteomics	-0.181252283952713	TRUE	protein	13	4.06716670577968e-06	1	plasma_membrane	multicellular organismal process	multicellular organism development	binding	protein binding	0.02	0.04	NA	NA	NA	NA	-0.545327626604452	NA	human proteomics	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	multicellular organism development	human proteomics
OLFM4	0		NA	FALSE	protein	59	8.50881793484359e-05	4	extracellular	biological regulation	nonspecific function	binding	protein binding	0.97	0.12	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
OPN4	0.95	fly genetic screen	0	TRUE	protein	153	1.29307206069675e-05	3	plasma_membrane	biological regulation	nonspecific function	molecular transducer	signaling receptor	1	0.03	NA	NA	NA	NA	NA	NA	fly genetic screen	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	G alpha (q) signalling events	drosophila genetics
ORAI1	0		NA	FALSE	protein	26	1.18596558024432e-05	3	plasma_membrane	localization	establishment of localization	binding	protein binding	0.62	0.06	NA	NA	NA	NA	NA	NA	steiner node	3	23	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	steiner node
ORAI3	0		NA	FALSE	protein	5	2.87796816870404e-06	3	membrane	localization	establishment of localization	binding	protein binding	0.79	0.05	NA	NA	NA	NA	NA	NA	steiner node	3	23	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	steiner node
ORM1	0		NA	FALSE	protein	11	3.36274673408046e-06	2	extracellular	biological regulation	nonspecific function	binding	protein binding	0.95	0.11	NA	NA	NA	NA	NA	NA	steiner node	9	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Response to elevated platelet cytosolic Ca2+	steiner node
ORM2	0		NA	FALSE	protein	3	2.94809900487315e-07	0	extracellular	biological regulation	nonspecific function			0.76	0	NA	NA	NA	NA	NA	NA	steiner node	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Platelet degranulation	steiner node
ORMDL3	0		NA	FALSE	protein	34	9.58263860634223e-05	3	ER	cellular process	cell activation	binding	protein binding	0.62	0.05	NA	0.490169033609231	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Sphingolipid de novo biosynthesis	steiner node
OVGP1	0.468527211966634	drosophila ABeta proteomics	1.36555720680311	TRUE	protein	14	4.44182142022767e-06	7	vesicle	reproduction	sexual reproduction	catalytic	hydrolase	1	0.04	NA	NA	NA	NA	NA	NA	drosophila ABeta proteomics	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Fertilization	drosophila proteomics
PACSIN2	0		NA	FALSE	protein	41	1.71140896007103e-05	12	plasma_membrane	cellular process	cellular component organization	binding	protein binding	0.69	0.08	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Clathrin-mediated endocytosis	steiner node
PADI2	0.260965250931034	human proteomics	0.293361260238473	TRUE	protein	3	6.16363530386159e-06	2	vesicle	cellular process	cellular component organization	catalytic	hydrolase	0.96	0.01	NA	NA	NA	NA	NA	NA	human proteomics	17	18	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Chromatin modifying enzymes	human proteomics
PAF1	0		NA	FALSE	protein	72	1.55064326236481e-05	0	nucleus	cellular process	cellular component organization	binding	protein binding	0.58	0.08	NA	NA	-0.489075095357314	NA	NA	NA	steiner node	0	24	0	0	0	-3.249449	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	RNA Polymerase II Transcription Elongation	steiner node
PAFAH1B1	0.95	fly genetic screen	0	TRUE	protein	230	0.000162862719705261	10	cytoskeleton	cellular process	cellular component organization	binding	protein binding	1	0.08	NA	NA	NA	NA	NA	NA	fly genetic screen	0	24	0	0	0	-3.349445976	0	-5.317372161	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	drosophila genetics
PAFAH1B3	0.154906605511626	human proteomics	0.144366771958227	TRUE	protein	85	0.00040382033209406	9	extracellular	multicellular organismal process	multicellular organism development	binding	protein binding	0.47	0.13	NA	NA	NA	NA	NA	NA	human proteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	COPI-independent Golgi-to-ER retrograde traffic	human proteomics
PAK1	0.0331552968893608	human proteomics	-0.0762283278204556	TRUE	protein	214	0.000296078922664597	7	plasma_membrane	biological regulation	nonspecific function	catalytic	transferase	0	0.01	NA	-0.301086834024186	-0.257614585718919	NA	NA	NA	human proteomics	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Fcgamma receptor (FCGR) dependent phagocytosis	human proteomics
PALLD	0.75	tau drosophila phosphoproteomics	1.00244426070982	TRUE	protein	19	5.9390677233278e-06	3	plasma_membrane	cellular process	cellular component organization	binding	protein binding	1	0.03	NA	NA	NA	NA	NA	NA	tau drosophila phosphoproteomics	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cellular component organization	drosophila phoshoproteomics
PARG	0.95	tau fly genetic screen	0	TRUE	protein	7	7.01362447359928e-07	12	mitochondria	metabolic process	primary metabolic process	catalytic	hydrolase	1	0.05	NA	NA	NA	NA	NA	NA	tau fly genetic screen	5	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	-1	Base Excision Repair	drosophila genetics
PARK2	0		NA	FALSE	protein	380	0.000600745168184188	9						1	0.14	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
PARP1	0		NA	FALSE	protein	334	0.000420228178617242	9	nucleus	cellular process	cellular response to stimulus	binding	protein binding	0.48	0.12	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	-2.886801509	0	-4.597896693	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Global Genome Nucleotide Excision Repair (GG-NER)	steiner node
PAX3	0.95	fly genetic screen	0	TRUE	protein	31	1.29252326028497e-05	12	nucleus	multicellular organismal process	multicellular organism development	transcription regulator	DNA-binding transcription factor	1	0.04	NA	NA	NA	NA	NA	NA	fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	HATs acetylate histones	drosophila genetics
PAX6	0.95	fly genetic screen	0	TRUE	protein	182	0.000592252087609037	0	nucleus	multicellular organismal process	multicellular organism development	binding	protein binding	1	0.11	NA	NA	NA	NA	NA	NA	fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	drosophila genetics
PBX4	0		NA	FALSE	protein	71	5.31332481663639e-05	4	nucleus	biological regulation	nonspecific function	binding	protein binding	0.46	0.12	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
PBXIP1	0.120850140598244	human proteomics	0.235108322510505	TRUE	protein	57	6.00976496217267e-05	2	cytoplasm	developmental process	anatomical structure development	binding	protein binding	0.89	0.07	NA	NA	NA	NA	NA	NA	human proteomics	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	anatomical structure development	human proteomics
PCDH15	0.95	fly genetic screen	0	TRUE	protein	1	0	4	extracellular	multicellular organismal process	system process	binding	ion binding	1	0.09	NA	0.340037533329212	NA	NA	NA	NA	fly genetic screen	2	24	0	0	0	2.360657126	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	drosophila genetics
PCDH8	0.85	GWAS locus	0	TRUE	protein	2	2.67204387533671e-09	2	plasma_membrane	cellular process	cell communication	binding	ion binding	1	0.12	NA	NA	NA	NA	NA	NA	GWAS locus	1	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cell communication	human GWAS
PCNA	0		NA	FALSE	protein	662	0.00265665825588509	9	nucleus	cellular process	cellular response to stimulus	binding	protein binding	0.97	0.2	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	G0 and Early G1	steiner node
PCYT2	0.0294666986076278	drosophila ABeta proteomics	0.6471330070576	TRUE	protein	35	0.000254112599909978	0	ER	metabolic process	biosynthetic process	catalytic	transferase	0.09	0.22	NA	NA	NA	NA	NA	NA	drosophila ABeta proteomics	0	24	0	0	0	0	0	-11.26811611	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Glycerophospholipid biosynthesis	drosophila proteomics
PDHA1	0.0375859966461253	human proteomics	-0.0817287601470608	TRUE	protein	100	0.000158275261039355	11	mitochondria	metabolic process	primary metabolic process	catalytic	oxidoreductase	0	0.02	NA	-0.575442293275774	NA	NA	NA	NA	human proteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	The citric acid (TCA) cycle and respiratory electron transport	human proteomics
PDHX	0.0573054864756433	human proteomics	-0.105234346798124	TRUE	protein	108	0.000199275691355808	11	mitochondria	metabolic process	nitrogen compound metabolic process	catalytic	oxidoreductase	0	0.01	NA	NA	NA	NA	NA	NA	human proteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	The citric acid (TCA) cycle and respiratory electron transport	human proteomics
PDIA4	0.95	tau fly genetic screen	0	TRUE	protein	116	0.00020193822682657	9	extracellular	cellular process	secretion by cell	catalytic	oxidoreductase	1	0.05	NA	NA	NA	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	0	-4.653118803	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	secretion by cell	drosophila genetics
PDIA6	0.0294666986076278	drosophila ABeta proteomics	1.12244909540835	TRUE	protein	98	0.000126593823128301	9	extracellular	cellular process	protein folding	catalytic	oxidoreductase	0.02	0.09	NA	NA	NA	NA	NA	NA	drosophila ABeta proteomics	0	24	0	0	0	0	0	-4.02833045	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	IRE1alpha activates chaperones	drosophila proteomics
PDZK1	0		NA	FALSE	protein	39	0.000207069848498229	3	plasma_membrane	biological regulation	nonspecific function	binding	protein binding	0.62	0.05	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	-1.879914175	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
